purchase_id,product_ID,customer_id,purchase_amount,purchase_shipping type,purchase_discount,purchase_promocode,purchase_payment type
2527,13162,1940,57,Store Pickup,No,No,PayPal
2528,13163,1941,89,2-Day Shipping,No,No,PayPal
2529,13164,1942,99,Standard,No,No,Credit Card
2530,13165,1943,28,Express,No,No,PayPal
2531,13166,1944,53,Next Day Air,No,No,Cash
2533,13167,1945,45,Free Shipping,No,No,Cash
2534,13168,1946,38,2-Day Shipping,No,No,Credit Card
2535,13169,1947,49,Standard,No,No,Credit Card
2536,13170,1948,32,Store Pickup,No,No,PayPal
2537,13171,1949,37,Next Day Air,No,No,PayPal
2539,13172,1950,80,Store Pickup,No,No,PayPal
2540,13173,1951,78,Free Shipping,No,No,PayPal
2541,13174,1952,53,Next Day Air,No,No,Bank Transfer
2542,13175,1953,82,2-Day Shipping,No,No,Cash
2543,13176,1954,33,Standard,No,No,PayPal
2545,13177,1955,77,Free Shipping,No,No,Venmo
2546,13178,1956,56,Express,No,No,Cash
2547,13179,1957,37,Express,No,No,Credit Card
2548,13180,1958,54,Store Pickup,No,No,Cash
2549,13181,1959,67,Store Pickup,No,No,Cash
2551,13182,1960,90,Store Pickup,No,No,Credit Card
2552,13183,1961,72,2-Day Shipping,No,No,Credit Card
2553,13184,1962,59,Free Shipping,No,No,Debit Card
2554,13185,1963,45,Standard,No,No,PayPal
2555,13186,1964,30,Standard,No,No,Credit Card
2557,13187,1965,51,Express,No,No,Debit Card
2558,13188,1966,90,Express,No,No,Debit Card
2559,13189,1967,95,Express,No,No,Credit Card
2560,13190,1968,81,Standard,No,No,Venmo
2561,13191,1969,70,Standard,No,No,Credit Card
2563,13192,1970,32,Next Day Air,No,No,Bank Transfer
2564,13193,1971,94,Next Day Air,No,No,Credit Card
2565,13194,1972,29,Next Day Air,No,No,Venmo
2566,13195,1973,31,Express,No,No,PayPal
2567,13196,1974,20,Standard,No,No,Venmo
2569,13197,1975,44,2-Day Shipping,No,No,PayPal
2570,13198,1976,77,Express,No,No,Cash
2571,13199,1977,51,Next Day Air,No,No,PayPal
2572,13200,1978,49,Free Shipping,No,No,Bank Transfer
2573,13201,1979,78,Store Pickup,No,No,Cash
2575,13202,1980,98,Store Pickup,No,No,Debit Card
2576,13203,1981,94,Store Pickup,No,No,PayPal
2577,13204,1982,91,Express,No,No,PayPal
2578,13205,1983,77,2-Day Shipping,No,No,PayPal
2579,13206,1984,97,Next Day Air,No,No,Debit Card
2581,13207,1985,58,2-Day Shipping,No,No,PayPal
2582,13208,1986,97,2-Day Shipping,No,No,Credit Card
2583,13209,1987,48,2-Day Shipping,No,No,Venmo
2584,13210,1988,23,Express,No,No,Cash
2585,13211,1989,79,Free Shipping,No,No,Bank Transfer
2587,13212,1990,42,Express,No,No,PayPal
2588,13213,1991,95,2-Day Shipping,No,No,PayPal
2589,13214,1992,29,Next Day Air,No,No,Venmo
2590,13215,1993,98,2-Day Shipping,No,No,Venmo
2591,13216,1994,96,Express,No,No,Cash
2593,13217,1995,66,Next Day Air,No,No,Credit Card
2594,13218,1996,80,Standard,No,No,Debit Card
2595,13219,1997,27,Next Day Air,No,No,Cash
2596,13220,1998,25,Express,No,No,Debit Card
2597,13221,1999,45,2-Day Shipping,No,No,Cash
2599,13222,2000,89,2-Day Shipping,No,No,Debit Card
2600,13223,2001,27,2-Day Shipping,No,No,Cash
2601,13224,2002,90,Free Shipping,No,No,Debit Card
2602,13225,2003,65,Express,No,No,PayPal
2603,13226,2004,72,Express,No,No,Cash
2605,13227,2005,70,2-Day Shipping,No,No,Cash
2606,13228,2006,82,Store Pickup,No,No,PayPal
2607,13229,2007,97,Express,No,No,Credit Card
2608,13230,2008,25,2-Day Shipping,No,No,PayPal
2609,13231,2009,48,Free Shipping,No,No,PayPal
2611,13232,2010,99,Next Day Air,No,No,Venmo
2612,13233,2011,21,2-Day Shipping,No,No,Debit Card
2613,13234,2012,94,Express,No,No,Bank Transfer
2614,13235,2013,53,Store Pickup,No,No,Cash
2615,13236,2014,70,Standard,No,No,Debit Card
2617,13237,2015,26,Standard,No,No,PayPal
2618,13238,2016,82,Next Day Air,No,No,Credit Card
2619,13239,2017,47,Standard,No,No,Debit Card
2620,13240,2018,32,Next Day Air,No,No,Bank Transfer
2621,13241,2019,97,Store Pickup,No,No,Bank Transfer
2623,13242,2020,68,Store Pickup,No,No,Cash
2624,13243,2021,23,Next Day Air,No,No,Cash
2625,13244,2022,33,Standard,No,No,Venmo
2626,13245,2023,38,Store Pickup,No,No,Cash
2627,13246,2024,68,Store Pickup,No,No,Cash
2629,13247,2025,23,Express,No,No,PayPal
2630,13248,2026,29,Express,No,No,Debit Card
2631,13249,2027,35,Express,No,No,Bank Transfer
2632,13250,2028,73,Standard,No,No,Credit Card
2633,13251,2029,84,2-Day Shipping,No,No,Venmo
2635,13252,2030,23,Next Day Air,No,No,PayPal
2636,13253,2031,67,Standard,No,No,Credit Card
2637,13254,2032,51,Standard,No,No,Credit Card
2638,13255,2033,36,Next Day Air,No,No,Cash
2639,13256,2034,55,Express,No,No,Venmo
2641,13257,2035,30,Store Pickup,No,No,PayPal
2642,13258,2036,70,Express,No,No,Bank Transfer
2643,13259,2037,63,Next Day Air,No,No,Cash
2644,13260,2038,87,Express,No,No,Venmo
2645,13261,2039,70,Next Day Air,No,No,Credit Card
2647,13262,2040,51,Next Day Air,No,No,Debit Card
2648,13263,2041,25,Free Shipping,No,No,Venmo
2649,13264,2042,32,Next Day Air,No,No,PayPal
2650,13265,2043,52,2-Day Shipping,No,No,Venmo
2651,13266,2044,33,Standard,No,No,PayPal
2653,13267,2045,68,Free Shipping,No,No,PayPal
2654,13268,2046,20,Express,No,No,PayPal
2655,13269,2047,32,Free Shipping,No,No,Cash
2656,13270,2048,82,Store Pickup,No,No,Cash
2657,13271,2049,64,Express,No,No,Bank Transfer
2659,13272,2050,24,Standard,No,No,Venmo
2660,13273,2051,96,Store Pickup,No,No,Debit Card
2661,13274,2052,94,Free Shipping,No,No,Credit Card
2662,13275,2053,48,2-Day Shipping,No,No,Bank Transfer
2663,13276,2054,60,2-Day Shipping,No,No,Credit Card
2665,13277,2055,56,Express,No,No,PayPal
2666,13278,2056,33,2-Day Shipping,No,No,Bank Transfer
2667,13279,2057,46,2-Day Shipping,No,No,PayPal
2668,13280,2058,37,Standard,No,No,PayPal
2669,13281,2059,98,Store Pickup,No,No,Bank Transfer
2671,13282,2060,50,Express,No,No,PayPal
2672,13283,2061,63,Next Day Air,No,No,Bank Transfer
2673,13284,2062,70,Store Pickup,No,No,Debit Card
2674,13285,2063,63,Standard,No,No,Cash
2675,13286,2064,86,Standard,No,No,Cash
2677,13287,2065,99,2-Day Shipping,No,No,Bank Transfer
2678,13288,2066,40,Free Shipping,No,No,Bank Transfer
2679,13289,2067,92,Store Pickup,No,No,Debit Card
2680,13290,2068,21,2-Day Shipping,No,No,Cash
2681,13291,2069,81,Store Pickup,No,No,Venmo
2683,13292,2070,82,Free Shipping,No,No,Debit Card
2684,13293,2071,88,Express,No,No,Cash
2685,13294,2072,100,Store Pickup,No,No,PayPal
2686,13295,2073,66,Next Day Air,No,No,Bank Transfer
2687,13296,2074,25,Next Day Air,No,No,PayPal
2689,13297,2075,53,Free Shipping,No,No,Debit Card
2690,13298,2076,28,Express,No,No,Debit Card
2691,13299,2077,23,Free Shipping,No,No,Debit Card
2692,13300,2078,34,Free Shipping,No,No,Bank Transfer
2693,13301,2079,42,Next Day Air,No,No,Debit Card
2695,13302,2080,24,Next Day Air,No,No,PayPal
2696,13303,2081,47,Free Shipping,No,No,Debit Card
2697,13304,2082,78,Standard,No,No,Bank Transfer
2698,13305,2083,89,Free Shipping,No,No,Venmo
2699,13306,2084,59,Store Pickup,No,No,Credit Card
2701,13307,2085,94,Standard,No,No,Bank Transfer
2702,13308,2086,49,Free Shipping,No,No,Debit Card
2703,13309,2087,89,2-Day Shipping,No,No,Cash
2704,13310,2088,91,Standard,No,No,Credit Card
2705,13311,2089,89,Standard,No,No,Debit Card
2707,13312,2090,57,Free Shipping,No,No,Credit Card
2708,13313,2091,71,Free Shipping,No,No,Debit Card
2709,13314,2092,97,Next Day Air,No,No,Bank Transfer
2710,13315,2093,45,Next Day Air,No,No,Bank Transfer
2711,13316,2094,91,Store Pickup,No,No,Debit Card
2713,13317,2095,25,Standard,No,No,Venmo
2714,13318,2096,63,Store Pickup,No,No,Bank Transfer
2715,13319,2097,52,Free Shipping,No,No,Debit Card
2716,13320,2098,43,Next Day Air,No,No,Credit Card
2717,13321,2099,28,2-Day Shipping,No,No,Venmo
2719,13322,2100,78,Express,No,No,PayPal
2720,13323,2101,31,Free Shipping,No,No,Cash
2721,13324,2102,23,Next Day Air,No,No,Bank Transfer
2722,13325,2103,25,Store Pickup,No,No,Cash
2723,13326,2104,86,Store Pickup,No,No,Venmo
2725,13327,2105,88,Free Shipping,No,No,Venmo
2726,13328,2106,35,Free Shipping,No,No,Venmo
2727,13329,2107,34,Standard,No,No,Credit Card
2728,13330,2108,75,Standard,No,No,PayPal
2729,13331,2109,46,Express,No,No,Credit Card
2731,13332,2110,31,Free Shipping,No,No,Venmo
2732,13333,2111,93,Store Pickup,No,No,Debit Card
2733,13334,2112,85,Free Shipping,No,No,Bank Transfer
2734,13335,2113,68,2-Day Shipping,No,No,Cash
2735,13336,2114,40,Store Pickup,No,No,PayPal
2737,13337,2115,51,Standard,No,No,Debit Card
2738,13338,2116,85,Store Pickup,No,No,Bank Transfer
2739,13339,2117,23,Express,No,No,Debit Card
2740,13340,2118,28,Free Shipping,No,No,Debit Card
2741,13341,2119,44,2-Day Shipping,No,No,Debit Card
2743,13342,2120,57,Store Pickup,No,No,Venmo
2744,13343,2121,98,Next Day Air,No,No,PayPal
2745,13344,2122,68,2-Day Shipping,No,No,Bank Transfer
2746,13345,2123,36,Express,No,No,Debit Card
2747,13346,2124,71,Express,No,No,Debit Card
2749,13347,2125,60,Next Day Air,No,No,Venmo
2750,13348,2126,87,Store Pickup,No,No,PayPal
2751,13349,2127,38,Express,No,No,Credit Card
2752,13350,2128,45,2-Day Shipping,No,No,Debit Card
2753,13351,2129,47,2-Day Shipping,No,No,PayPal
2755,13352,2130,57,Store Pickup,No,No,PayPal
2756,13353,2131,68,Free Shipping,No,No,Credit Card
2757,13354,2132,52,Express,No,No,Bank Transfer
2758,13355,2133,87,2-Day Shipping,No,No,Debit Card
2759,13356,2134,34,Standard,No,No,Bank Transfer
2761,13357,2135,41,Standard,No,No,Credit Card
2762,13358,2136,94,Next Day Air,No,No,Debit Card
2763,13359,2137,93,Standard,No,No,Bank Transfer
2764,13360,2138,51,2-Day Shipping,No,No,Credit Card
2765,13361,2139,42,Next Day Air,No,No,Venmo
2767,13362,2140,95,Free Shipping,No,No,Cash
2768,13363,2141,90,Standard,No,No,Cash
2769,13364,2142,98,2-Day Shipping,No,No,PayPal
2770,13365,2143,39,Next Day Air,No,No,Venmo
2771,13366,2144,66,Next Day Air,No,No,Venmo
2773,13367,2145,23,Free Shipping,No,No,PayPal
2774,13368,2146,73,Standard,No,No,PayPal
2775,13369,2147,23,Standard,No,No,PayPal
2776,13370,2148,43,Standard,No,No,Cash
2777,13371,2149,45,2-Day Shipping,No,No,PayPal
2779,13372,2150,21,Standard,No,No,Bank Transfer
2780,13373,2151,40,2-Day Shipping,No,No,Cash
2781,13374,2152,58,2-Day Shipping,No,No,Venmo
2782,13375,2153,48,Next Day Air,No,No,Bank Transfer
2783,13376,2154,94,Free Shipping,No,No,PayPal
2785,13377,2155,74,Store Pickup,No,No,Cash
2786,13378,2156,51,Store Pickup,No,No,PayPal
2787,13379,2157,83,Next Day Air,No,No,Debit Card
2788,13380,2158,68,Next Day Air,No,No,Venmo
2789,13381,2159,84,Standard,No,No,Bank Transfer
2791,13382,2160,58,Free Shipping,No,No,Cash
2792,13383,2161,92,Express,No,No,PayPal
2793,13384,2162,69,Express,No,No,Debit Card
2794,13385,2163,48,Free Shipping,No,No,PayPal
2795,13386,2164,60,Express,No,No,Bank Transfer
2797,13387,2165,20,Next Day Air,No,No,PayPal
2798,13388,2166,55,Express,No,No,Credit Card
2799,13389,2167,88,Express,No,No,Credit Card
2800,13390,2168,48,Standard,No,No,Venmo
2801,13391,2169,74,Next Day Air,No,No,Cash
2803,13392,2170,42,Next Day Air,No,No,Bank Transfer
2804,13393,2171,32,Next Day Air,No,No,Venmo
2805,13394,2172,98,Store Pickup,No,No,Cash
2806,13395,2173,89,Store Pickup,No,No,PayPal
2807,13396,2174,97,2-Day Shipping,No,No,Venmo
2809,13397,2175,49,Store Pickup,No,No,Cash
2810,13398,2176,50,Free Shipping,No,No,Credit Card
2811,13399,2177,91,2-Day Shipping,No,No,Debit Card
2812,13400,2178,93,Express,No,No,PayPal
2813,13401,2179,98,Standard,No,No,Venmo
2815,13402,2180,82,Next Day Air,No,No,PayPal
2816,13403,2181,37,Store Pickup,No,No,Cash
2817,13404,2182,63,Free Shipping,No,No,Bank Transfer
2818,13405,2183,99,Store Pickup,No,No,Venmo
2819,13406,2184,37,Store Pickup,No,No,Cash
2821,13407,2185,34,Free Shipping,No,No,PayPal
2822,13408,2186,32,Express,No,No,Debit Card
2823,13409,2187,23,Next Day Air,No,No,PayPal
2824,13410,2188,78,Free Shipping,No,No,PayPal
2825,13411,2189,54,Next Day Air,No,No,Credit Card
2827,13412,2190,94,Express,No,No,Credit Card
2828,13413,2191,75,Express,No,No,Credit Card
2829,13414,2192,69,Next Day Air,No,No,Cash
2830,13415,2193,35,Next Day Air,No,No,Credit Card
2831,13416,2194,78,Express,No,No,PayPal
2833,13417,2195,29,Standard,No,No,Bank Transfer
2834,13418,2196,62,Next Day Air,No,No,Cash
2835,13419,2197,58,Next Day Air,No,No,PayPal
2836,13420,2198,88,2-Day Shipping,No,No,Venmo
2837,13421,2199,80,Free Shipping,No,No,Venmo
2839,13422,2200,47,Store Pickup,No,No,Debit Card
2840,13423,2201,51,Next Day Air,No,No,Debit Card
2841,13424,2202,25,2-Day Shipping,No,No,Venmo
2842,13425,2203,36,Next Day Air,No,No,Credit Card
2843,13426,2204,79,Free Shipping,No,No,Cash
2845,13427,2205,41,2-Day Shipping,No,No,Debit Card
2846,13428,2206,68,Express,No,No,PayPal
2847,13429,2207,51,Store Pickup,No,No,Bank Transfer
2848,13430,2208,38,Next Day Air,No,No,Credit Card
2849,13431,2209,46,2-Day Shipping,No,No,PayPal
2851,13432,2210,20,2-Day Shipping,No,No,Bank Transfer
2852,13433,2211,25,Store Pickup,No,No,PayPal
2853,13434,2212,89,Free Shipping,No,No,Debit Card
2854,13435,2213,77,Next Day Air,No,No,Bank Transfer
2855,13436,2214,94,Express,No,No,Debit Card
2857,13437,2215,100,Standard,No,No,Debit Card
2858,13438,2216,96,Express,No,No,Credit Card
2859,13439,2217,36,Store Pickup,No,No,Venmo
2860,13440,2218,27,Store Pickup,No,No,Bank Transfer
2861,13441,2219,67,Store Pickup,No,No,Debit Card
2863,13442,2220,91,Store Pickup,No,No,Bank Transfer
2864,13443,2221,62,Store Pickup,No,No,Cash
2865,13444,2222,88,Free Shipping,No,No,Credit Card
2866,13445,2223,66,Store Pickup,No,No,Credit Card
2867,13446,2224,65,Next Day Air,No,No,PayPal
2869,13447,2225,25,Standard,No,No,Cash
2870,13448,2226,64,Free Shipping,No,No,Credit Card
2871,13449,2227,72,Store Pickup,No,No,Cash
2872,13450,2228,74,Next Day Air,No,No,Credit Card
2873,13451,2229,50,Free Shipping,No,No,Credit Card
2875,13452,2230,97,Express,No,No,Venmo
2876,13453,2231,36,Express,No,No,Venmo
2877,13454,2232,49,Store Pickup,No,No,Credit Card
2878,13455,2233,64,Store Pickup,No,No,Cash
2879,13456,2234,31,Express,No,No,Credit Card
2881,13457,2235,66,Express,No,No,Cash
2882,13458,2236,82,2-Day Shipping,No,No,Credit Card
2883,13459,2237,88,Standard,No,No,Debit Card
2884,13460,2238,34,Next Day Air,No,No,Venmo
2885,13461,2239,84,Standard,No,No,Debit Card
2887,13462,2240,96,2-Day Shipping,No,No,Credit Card
2888,13463,2241,71,Next Day Air,No,No,Debit Card
2889,13464,2242,77,Free Shipping,No,No,Bank Transfer
2890,13465,2243,66,Next Day Air,No,No,Credit Card
2891,13466,2244,21,2-Day Shipping,No,No,Debit Card
2893,13467,2245,37,2-Day Shipping,No,No,PayPal
2894,13468,2246,90,Free Shipping,No,No,PayPal
2895,13469,2247,96,Store Pickup,No,No,PayPal
2896,13470,2248,37,Next Day Air,No,No,Venmo
2897,13471,2249,66,Free Shipping,No,No,PayPal
2899,13472,2250,45,Next Day Air,No,No,Debit Card
2900,13473,2251,89,Store Pickup,No,No,Credit Card
2901,13474,2252,94,Free Shipping,No,No,Debit Card
2902,13475,2253,96,Express,No,No,Bank Transfer
2903,13476,2254,31,Store Pickup,No,No,PayPal
2905,13477,2255,79,Store Pickup,No,No,PayPal
2906,13478,2256,39,Store Pickup,No,No,Bank Transfer
2907,13479,2257,22,Standard,No,No,Credit Card
2908,13480,2258,32,Standard,No,No,Bank Transfer
2909,13481,2259,71,Store Pickup,No,No,Credit Card
2911,13482,2260,96,Free Shipping,No,No,Cash
2912,13483,2261,82,Express,No,No,PayPal
2913,13484,2262,76,Standard,No,No,Bank Transfer
2914,13485,2263,22,2-Day Shipping,No,No,PayPal
2915,13486,2264,40,Store Pickup,No,No,Cash
2917,13487,2265,92,2-Day Shipping,No,No,PayPal
2918,13488,2266,94,Store Pickup,No,No,PayPal
2919,13489,2267,44,Store Pickup,No,No,Debit Card
2920,13490,2268,49,Express,No,No,Venmo
2921,13491,2269,26,2-Day Shipping,No,No,Bank Transfer
2923,13492,2270,38,Store Pickup,No,No,Credit Card
2924,13493,2271,72,Express,No,No,Venmo
2925,13494,2272,99,Free Shipping,No,No,PayPal
2926,13495,2273,38,Standard,No,No,PayPal
2927,13496,2274,96,Express,No,No,PayPal
2929,13497,2275,27,Next Day Air,No,No,PayPal
2930,13498,2276,24,Standard,No,No,Debit Card
2931,13499,2277,82,2-Day Shipping,No,No,Debit Card
2932,13500,2278,56,Next Day Air,No,No,Credit Card
2933,13501,2279,25,Store Pickup,No,No,Cash
2935,13502,2280,67,Free Shipping,No,No,Bank Transfer
2936,13503,2281,21,Standard,No,No,Credit Card
2937,13504,2282,27,Store Pickup,No,No,Bank Transfer
2938,13505,2283,97,2-Day Shipping,No,No,Credit Card
2939,13506,2284,45,Free Shipping,No,No,Credit Card
2941,13507,2285,63,Express,No,No,Venmo
2942,13508,2286,100,2-Day Shipping,No,No,PayPal
2943,13509,2287,38,Store Pickup,No,No,Venmo
2944,13510,2288,45,Store Pickup,No,No,Debit Card
2945,13511,2289,91,Next Day Air,No,No,PayPal
2947,13512,2290,82,Free Shipping,No,No,Venmo
2948,13513,2291,48,Standard,No,No,PayPal
2949,13514,2292,30,2-Day Shipping,No,No,Credit Card
2950,13515,2293,34,Next Day Air,No,No,Debit Card
2951,13516,2294,68,Express,No,No,Debit Card
2953,13517,2295,95,Express,No,No,Debit Card
2954,13518,2296,22,2-Day Shipping,No,No,PayPal
2955,13519,2297,88,Next Day Air,No,No,Venmo
2956,13520,2298,83,Standard,No,No,Bank Transfer
2957,13521,2299,87,2-Day Shipping,No,No,Cash
2959,13522,2300,57,Store Pickup,No,No,Credit Card
2960,13523,2301,88,2-Day Shipping,No,No,Credit Card
2961,13524,2302,20,Next Day Air,No,No,Debit Card
2962,13525,2303,39,Store Pickup,No,No,Venmo
2963,13526,2304,71,2-Day Shipping,No,No,Credit Card
2965,13527,2305,73,Free Shipping,No,No,Debit Card
2966,13528,2306,63,Free Shipping,No,No,Cash
2967,13529,2307,78,Standard,No,No,Cash
2968,13530,2308,96,Next Day Air,No,No,Debit Card
2969,13531,2309,81,2-Day Shipping,No,No,Bank Transfer
2971,13532,2310,95,2-Day Shipping,No,No,Bank Transfer
2972,13533,2311,68,Standard,No,No,PayPal
2973,13534,2312,28,2-Day Shipping,No,No,Bank Transfer
2974,13535,2313,30,Free Shipping,No,No,Cash
2975,13536,2314,31,Next Day Air,No,No,Bank Transfer
2977,13537,2315,95,Express,No,No,Bank Transfer
2978,13538,2316,79,2-Day Shipping,No,No,Debit Card
2979,13539,2317,39,Standard,No,No,Debit Card
2980,13540,2318,34,Next Day Air,No,No,Bank Transfer
2981,13541,2319,28,Store Pickup,No,No,Credit Card
2983,13542,2320,38,Free Shipping,No,No,PayPal
2984,13543,2321,55,Free Shipping,No,No,Debit Card
2985,13544,2322,31,Next Day Air,No,No,Debit Card
2986,13545,2323,84,Store Pickup,No,No,Venmo
2987,13546,2324,93,Express,No,No,Credit Card
2989,13547,2325,28,Free Shipping,No,No,Debit Card
2990,13548,2326,55,2-Day Shipping,No,No,Cash
2991,13549,2327,63,Standard,No,No,Bank Transfer
2992,13550,2328,94,2-Day Shipping,No,No,Venmo
2993,13551,2329,36,Express,No,No,Venmo
2995,13552,2330,97,Free Shipping,No,No,Bank Transfer
2996,13553,2331,63,Store Pickup,No,No,PayPal
2997,13554,2332,77,2-Day Shipping,No,No,Credit Card
2998,13555,2333,53,Store Pickup,No,No,Venmo
2999,13556,2334,77,Next Day Air,No,No,PayPal
3001,13557,2335,79,Standard,No,No,Credit Card
3002,13558,2336,37,Store Pickup,No,No,Venmo
3003,13559,2337,94,Free Shipping,No,No,Credit Card
3004,13560,2338,76,Store Pickup,No,No,Cash
3005,13561,2339,68,Express,No,No,PayPal
3007,13562,2340,65,Next Day Air,No,No,Bank Transfer
3008,13563,2341,24,Standard,No,No,Credit Card
3009,13564,2342,31,Express,No,No,Venmo
3010,13565,2343,89,Standard,No,No,Debit Card
3011,13566,2344,49,2-Day Shipping,No,No,PayPal
3013,13567,2345,92,Express,No,No,Venmo
3014,13568,2346,32,Express,No,No,Bank Transfer
3015,13569,2347,67,Standard,No,No,Debit Card
3016,13570,2348,64,Express,No,No,Cash
3017,13571,2349,84,Next Day Air,No,No,PayPal
3019,13572,2350,34,Standard,No,No,Credit Card
3020,13573,2351,26,Free Shipping,No,No,Cash
3021,13574,2352,50,Store Pickup,No,No,PayPal
3022,13575,2353,46,Store Pickup,No,No,Bank Transfer
3023,13576,2354,71,Standard,No,No,Debit Card
3025,13577,2355,78,Next Day Air,No,No,Venmo
3026,13578,2356,35,Next Day Air,No,No,Cash
3027,13579,2357,58,Free Shipping,No,No,Debit Card
3028,13580,2358,67,2-Day Shipping,No,No,Credit Card
3029,13581,2359,93,Standard,No,No,Credit Card
3031,13582,2360,81,2-Day Shipping,No,No,Bank Transfer
3032,13583,2361,80,2-Day Shipping,No,No,Venmo
3033,13584,2362,64,2-Day Shipping,No,No,Credit Card
3034,13585,2363,41,Standard,No,No,Credit Card
3035,13586,2364,79,Express,No,No,Cash
3037,13587,2365,60,Free Shipping,No,No,PayPal
3038,13588,2366,91,Next Day Air,No,No,Venmo
3039,13589,2367,66,Express,No,No,Credit Card
3040,13590,2368,85,Standard,No,No,Bank Transfer
3041,13591,2369,38,Standard,No,No,Debit Card
3043,13592,2370,23,Standard,No,No,PayPal
3044,13593,2371,71,Store Pickup,No,No,Venmo
3045,13594,2372,25,Next Day Air,No,No,Debit Card
3046,13595,2373,39,Express,No,No,PayPal
3047,13596,2374,20,Express,No,No,Debit Card
3049,13597,2375,73,Standard,No,No,Debit Card
3050,13598,2376,63,Next Day Air,No,No,Credit Card
3051,13599,2377,94,Express,No,No,Cash
3052,13600,2378,94,Next Day Air,No,No,Cash
3053,13601,2379,71,Store Pickup,No,No,PayPal
3055,13602,2380,77,2-Day Shipping,No,No,Debit Card
3056,13603,2381,66,Next Day Air,No,No,PayPal
3057,13604,2382,23,Free Shipping,No,No,PayPal
3058,13605,2383,60,Express,No,No,Debit Card
3059,13606,2384,72,2-Day Shipping,No,No,Bank Transfer
3061,13607,2385,35,2-Day Shipping,No,No,PayPal
3062,13608,2386,31,Express,No,No,PayPal
3063,13609,2387,33,Standard,No,No,Venmo
3064,13610,2388,95,2-Day Shipping,No,No,Debit Card
3065,13611,2389,68,Store Pickup,No,No,Debit Card
3067,13612,2390,87,Store Pickup,No,No,Bank Transfer
3068,13613,2391,64,Express,No,No,Debit Card
3069,13614,2392,74,Next Day Air,No,No,Bank Transfer
3070,13615,2393,62,2-Day Shipping,No,No,Cash
3071,13616,2394,97,2-Day Shipping,No,No,PayPal
3073,13617,2395,47,2-Day Shipping,No,No,Debit Card
3074,13618,2396,83,2-Day Shipping,No,No,PayPal
3075,13619,2397,82,2-Day Shipping,No,No,Venmo
3076,13620,2398,26,Store Pickup,No,No,Venmo
3077,13621,2399,81,Free Shipping,No,No,Bank Transfer
3079,13622,2400,44,Store Pickup,No,No,Cash
3080,13623,2401,88,Next Day Air,No,No,Credit Card
3081,13624,2402,76,Standard,No,No,PayPal
3082,13625,2403,89,Free Shipping,No,No,Cash
3083,13626,2404,22,Standard,No,No,Debit Card
3085,13627,2405,33,2-Day Shipping,No,No,Credit Card
3086,13628,2406,97,Standard,No,No,Debit Card
3087,13629,2407,57,Standard,No,No,PayPal
3088,13630,2408,38,Express,No,No,Credit Card
3089,13631,2409,55,Next Day Air,No,No,Debit Card
3091,13632,2410,37,Store Pickup,No,No,Cash
3092,13633,2411,43,Free Shipping,No,No,PayPal
3093,13634,2412,96,Free Shipping,No,No,Cash
3094,13635,2413,51,2-Day Shipping,No,No,Bank Transfer
3095,13636,2414,95,2-Day Shipping,No,No,Bank Transfer
3097,13637,2415,26,Next Day Air,No,No,Credit Card
3098,13638,2416,34,Standard,No,No,Bank Transfer
3099,13639,2417,83,Next Day Air,No,No,Credit Card
3100,13640,2418,24,Standard,No,No,Venmo
3101,13641,2419,69,Next Day Air,No,No,Cash
3103,13642,2420,40,Next Day Air,No,No,Credit Card
3104,13643,2421,87,Free Shipping,No,No,PayPal
3105,13644,2422,46,Standard,No,No,Debit Card
3106,13645,2423,82,Store Pickup,No,No,Credit Card
3107,13646,2424,81,Free Shipping,No,No,Credit Card
3109,13647,2425,57,Next Day Air,No,No,Bank Transfer
3110,13648,2426,49,2-Day Shipping,No,No,Bank Transfer
3111,13649,2427,42,Free Shipping,No,No,Debit Card
3112,13650,2428,26,Standard,No,No,Cash
3113,13651,2429,38,Next Day Air,No,No,Debit Card
3115,13652,2430,57,Standard,No,No,Credit Card
3116,13653,2431,100,Express,No,No,Cash
3117,13654,2432,73,Express,No,No,Bank Transfer
3118,13655,2433,66,Store Pickup,No,No,Venmo
3119,13656,2434,73,Standard,No,No,Cash
3121,13657,2435,45,Store Pickup,No,No,Credit Card
3122,13658,2436,27,Free Shipping,No,No,Cash
3123,13659,2437,24,Store Pickup,No,No,Credit Card
3124,13660,2438,59,Store Pickup,No,No,Credit Card
3125,13661,2439,20,Express,No,No,Venmo
3127,13662,2440,44,Standard,No,No,Bank Transfer
3128,13663,2441,90,Standard,No,No,Bank Transfer
3129,13664,2442,36,Free Shipping,No,No,Credit Card
3130,13665,2443,95,Free Shipping,No,No,Debit Card
3131,13666,2444,30,2-Day Shipping,No,No,Bank Transfer
3133,13667,2445,65,Express,No,No,Debit Card
3134,13668,2446,96,Store Pickup,No,No,Cash
3135,13669,2447,65,2-Day Shipping,No,No,Credit Card
3136,13670,2448,47,Store Pickup,No,No,Venmo
3137,13671,2449,25,Free Shipping,No,No,PayPal
3139,13672,2450,56,Express,No,No,Venmo
3140,13673,2451,76,Standard,No,No,Venmo
3141,13674,2452,60,Store Pickup,No,No,Venmo
3142,13675,2453,67,Express,No,No,Bank Transfer
3143,13676,2454,95,Store Pickup,No,No,Cash
3145,13677,2455,72,Express,No,No,Venmo
3146,13678,2456,98,Express,No,No,Cash
3147,13679,2457,83,2-Day Shipping,No,No,PayPal
3148,13680,2458,37,2-Day Shipping,No,No,Cash
