customer_id,customer_age,customer_gender,product_id,product_item ,product_category,purchase_id,purchase_amount,customer_location,product_size,product_colour,product_season,product_rating,customer_subscription,purchase_shipping type,purchase_discount,purchase_promocode,customer_purchase count,purchase_payment type,customer_purchase frequency,purchase_date
2327,66,Male,2327,Skirt,Clothing,"2,991",$63.00,Oklahoma,L,Maroon,Winter,2.6,No,Standard,No,No,38,Bank Transfer,Annually,2025-01-10
2328,20,Male,2328,Skirt,Clothing,"2,992",$94.00,Alabama,M,Red,Winter,4.2,No,2-Day Shipping,No,No,22,Venmo,Bi-Weekly,2025-01-07
2329,45,Male,2329,Pants,Clothing,"2,993",$36.00,North Dakota,M,Maroon,Fall,2.6,No,Express,No,No,29,Venmo,Bi-Weekly,2025-10-28
2330,49,Male,2330,Hat,Accessories,"2,995",$97.00,Nebraska,S,Teal,Spring,4.8,No,Free Shipping,No,No,42,Bank Transfer,Annually,2025-05-09
2331,60,Male,2331,Backpack,Accessories,"2,996",$63.00,Arizona,L,Orange,Summer,2.9,No,Store Pickup,No,No,47,PayPal,Every 3 Months,2025-08-28
2332,61,Male,2332,Scarf,Accessories,"2,997",$77.00,Illinois,S,Olive,Spring,4.3,No,2-Day Shipping,No,No,10,Credit Card,Bi-Weekly,2025-05-06
2333,36,Male,2333,Scarf,Accessories,"2,998",$53.00,South Carolina,XL,Olive,Fall,2.6,No,Store Pickup,No,No,10,Venmo,Monthly,2025-09-28
2334,33,Male,2334,Shirt,Clothing,"2,999",$77.00,Kansas,M,Beige,Spring,3.8,No,Next Day Air,No,No,1,PayPal,Every 3 Months,2025-05-24
2335,49,Male,2335,Boots,Footwear,"3,001",$79.00,Kansas,L,Green,Summer,4.2,No,Standard,No,No,7,Credit Card,Monthly,2025-06-17
2336,31,Male,2336,Coat,Outerwear,"3,002",$37.00,Idaho,M,Black,Summer,3.9,No,Store Pickup,No,No,10,Venmo,Fortnightly,2025-06-01
2337,19,Male,2337,Belt,Accessories,"3,003",$94.00,California,M,Green,Winter,3.1,No,Free Shipping,No,No,11,Credit Card,Weekly,2025-12-16
2338,39,Male,2338,Boots,Footwear,"3,004",$76.00,North Dakota,S,Violet,Fall,3.6,No,Store Pickup,No,No,5,Cash,Annually,2025-09-28
2339,66,Male,2339,Sneakers,Footwear,"3,005",$68.00,Georgia,S,Silver,Fall,4,No,Express,No,No,21,PayPal,Quarterly,2025-11-08
2340,25,Male,2340,Shirt,Clothing,"3,007",$65.00,Illinois,L,Maroon,Spring,3.4,No,Next Day Air,No,No,24,Bank Transfer,Quarterly,2025-03-10
2341,63,Male,2341,Blouse,Clothing,"3,008",$24.00,Delaware,M,Cyan,Summer,2.6,No,Standard,No,No,37,Credit Card,Fortnightly,2025-06-12
2342,56,Male,2342,Jacket,Outerwear,"3,009",$31.00,Connecticut,L,Teal,Summer,4.5,No,Express,No,No,22,Venmo,Every 3 Months,2025-06-21
2343,20,Male,2343,Skirt,Clothing,"3,010",$89.00,Tennessee,M,Olive,Fall,4.9,No,Standard,No,No,16,Debit Card,Fortnightly,2025-09-10
2344,58,Male,2344,Socks,Clothing,"3,011",$49.00,Maryland,M,Red,Summer,4.4,No,2-Day Shipping,No,No,44,PayPal,Monthly,2025-08-06
2345,34,Male,2345,Sandals,Footwear,"3,013",$92.00,Rhode Island,XL,Lavender,Fall,3.5,No,Express,No,No,14,Venmo,Bi-Weekly,2025-10-24
2346,28,Male,2346,T-shirt,Clothing,"3,014",$32.00,New York,S,Orange,Winter,3.3,No,Express,No,No,23,Bank Transfer,Every 3 Months,2025-01-02
2347,22,Male,2347,Jacket,Outerwear,"3,015",$67.00,New Mexico,L,Brown,Winter,3.1,No,Standard,No,No,46,Debit Card,Fortnightly,2025-02-16
2348,37,Male,2348,Belt,Accessories,"3,016",$64.00,California,S,Gray,Fall,4.2,No,Express,No,No,46,Cash,Every 3 Months,2025-11-16
2349,54,Male,2349,Shoes,Footwear,"3,017",$84.00,Maine,M,Orange,Spring,4.9,No,Next Day Air,No,No,16,PayPal,Every 3 Months,2025-03-19
2350,65,Male,2350,Blouse,Clothing,"3,019",$34.00,New York,M,Orange,Fall,3.9,No,Standard,No,No,40,Credit Card,Every 3 Months,2025-10-24
2351,57,Male,2351,Shoes,Footwear,"3,020",$26.00,Hawaii,M,Turquoise,Winter,4.2,No,Free Shipping,No,No,21,Cash,Annually,2025-01-20
2352,38,Male,2352,Sweater,Clothing,"3,021",$50.00,New Hampshire,S,Cyan,Fall,4.9,No,Store Pickup,No,No,25,PayPal,Bi-Weekly,2025-11-21
2353,70,Male,2353,Boots,Footwear,"3,022",$46.00,Nebraska,M,Yellow,Fall,2.8,No,Store Pickup,No,No,25,Bank Transfer,Quarterly,2025-09-24
2354,56,Male,2354,Handbag,Accessories,"3,023",$71.00,Montana,M,White,Fall,4.1,No,Standard,No,No,25,Debit Card,Every 3 Months,2025-09-11
2355,56,Male,2355,Blouse,Clothing,"3,025",$78.00,Wisconsin,M,Blue,Summer,4.8,No,Next Day Air,No,No,27,Venmo,Monthly,2025-07-19
2356,22,Male,2356,Skirt,Clothing,"3,026",$35.00,Tennessee,S,Purple,Winter,4.1,No,Next Day Air,No,No,12,Cash,Monthly,2025-02-07
2357,57,Male,2357,Backpack,Accessories,"3,027",$58.00,Montana,M,Gray,Summer,3,No,Free Shipping,No,No,27,Debit Card,Quarterly,2025-07-15
2358,53,Male,2358,Shirt,Clothing,"3,028",$67.00,Michigan,L,Cyan,Fall,4.2,No,2-Day Shipping,No,No,40,Credit Card,Bi-Weekly,2025-10-18
2359,53,Male,2359,Sweater,Clothing,"3,029",$93.00,Texas,L,Pink,Spring,3.8,No,Standard,No,No,38,Credit Card,Quarterly,2025-04-02
2360,19,Male,2360,Scarf,Accessories,"3,031",$81.00,Pennsylvania,S,Gold,Spring,3.3,No,2-Day Shipping,No,No,44,Bank Transfer,Every 3 Months,2025-03-13
2361,49,Male,2361,Handbag,Accessories,"3,032",$80.00,New York,L,Silver,Fall,4.7,No,2-Day Shipping,No,No,27,Venmo,Every 3 Months,2025-11-09
2362,44,Male,2362,Scarf,Accessories,"3,033",$64.00,Alabama,M,Gray,Spring,4.3,No,2-Day Shipping,No,No,30,Credit Card,Every 3 Months,2025-04-15
2363,27,Male,2363,Jeans,Clothing,"3,034",$41.00,Virginia,M,Brown,Fall,2.7,No,Standard,No,No,24,Credit Card,Monthly,2025-09-25
2364,60,Male,2364,Socks,Clothing,"3,035",$79.00,Pennsylvania,XL,Pink,Winter,4.2,No,Express,No,No,38,Cash,Bi-Weekly,2025-12-18
2365,62,Male,2365,Sunglasses,Accessories,"3,037",$60.00,Mississippi,L,Maroon,Winter,4.2,No,Free Shipping,No,No,4,PayPal,Quarterly,2025-12-15
2366,52,Male,2366,Sneakers,Footwear,"3,038",$91.00,Wyoming,S,Peach,Winter,2.5,No,Next Day Air,No,No,32,Venmo,Monthly,2025-12-06
2367,30,Male,2367,Shoes,Footwear,"3,039",$66.00,New Mexico,L,Brown,Winter,3.6,No,Express,No,No,32,Credit Card,Fortnightly,2025-12-08
2368,66,Male,2368,Socks,Clothing,"3,040",$85.00,North Dakota,L,Green,Winter,3.4,No,Standard,No,No,28,Bank Transfer,Bi-Weekly,2025-02-03
2369,29,Male,2369,Sunglasses,Accessories,"3,041",$38.00,New Jersey,M,Lavender,Summer,3.3,No,Standard,No,No,6,Debit Card,Every 3 Months,2025-08-02
2370,24,Male,2370,Sweater,Clothing,"3,043",$23.00,Vermont,M,Cyan,Winter,4.6,No,Standard,No,No,24,PayPal,Monthly,2025-02-05
2371,51,Male,2371,Shoes,Footwear,"3,044",$71.00,Alaska,M,Black,Spring,3.9,No,Store Pickup,No,No,38,Venmo,Weekly,2025-05-03
2372,67,Male,2372,Socks,Clothing,"3,045",$25.00,Indiana,M,Charcoal,Winter,3.7,No,Next Day Air,No,No,28,Debit Card,Annually,2025-02-20
2373,50,Male,2373,Boots,Footwear,"3,046",$39.00,Alabama,XL,Silver,Spring,3.1,No,Express,No,No,9,PayPal,Fortnightly,2025-04-13
2374,37,Male,2374,Hoodie,Clothing,"3,047",$20.00,Michigan,M,Gray,Spring,4.9,No,Express,No,No,21,Debit Card,Every 3 Months,2025-05-06
2375,69,Male,2375,Gloves,Accessories,"3,049",$73.00,Washington,L,Peach,Winter,4.7,No,Standard,No,No,31,Debit Card,Monthly,2025-12-28
2376,60,Male,2376,Backpack,Accessories,"3,050",$63.00,Virginia,L,Peach,Fall,2.9,No,Next Day Air,No,No,18,Credit Card,Quarterly,2025-11-20
2377,21,Male,2377,Gloves,Accessories,"3,051",$94.00,Tennessee,XL,Cyan,Spring,4.1,No,Express,No,No,5,Cash,Weekly,2025-03-17
2378,44,Male,2378,Blouse,Clothing,"3,052",$94.00,South Dakota,L,Magenta,Fall,4,No,Next Day Air,No,No,22,Cash,Annually,2025-11-17
2379,26,Male,2379,Scarf,Accessories,"3,053",$71.00,New Hampshire,L,Teal,Summer,2.7,No,Store Pickup,No,No,37,PayPal,Bi-Weekly,2025-06-15
2380,40,Male,2380,Hat,Accessories,"3,055",$77.00,South Dakota,M,Peach,Spring,4,No,2-Day Shipping,No,No,22,Debit Card,Monthly,2025-05-25
2381,41,Male,2381,Scarf,Accessories,"3,056",$66.00,Pennsylvania,M,Black,Fall,2.5,No,Next Day Air,No,No,36,PayPal,Fortnightly,2025-10-04
2382,62,Male,2382,Sandals,Footwear,"3,057",$23.00,Wisconsin,M,Teal,Summer,4.5,No,Free Shipping,No,No,23,PayPal,Annually,2025-08-18
2383,39,Male,2383,Sweater,Clothing,"3,058",$60.00,California,M,Turquoise,Spring,3.9,No,Express,No,No,44,Debit Card,Weekly,2025-05-03
2384,53,Male,2384,Backpack,Accessories,"3,059",$72.00,Rhode Island,L,Gold,Spring,4.9,No,2-Day Shipping,No,No,25,Bank Transfer,Annually,2025-05-14
2385,24,Male,2385,Blouse,Clothing,"3,061",$35.00,Alabama,L,Green,Winter,3.3,No,2-Day Shipping,No,No,40,PayPal,Quarterly,2025-01-06
2386,41,Male,2386,Scarf,Accessories,"3,062",$31.00,Oklahoma,M,Brown,Fall,3.8,No,Express,No,No,12,PayPal,Weekly,2025-11-03
2387,19,Male,2387,Socks,Clothing,"3,063",$33.00,Illinois,L,Blue,Summer,2.9,No,Standard,No,No,14,Venmo,Monthly,2025-06-23
2388,36,Male,2388,Hat,Accessories,"3,064",$95.00,Tennessee,M,Gold,Summer,4,No,2-Day Shipping,No,No,14,Debit Card,Monthly,2025-07-02
2389,21,Male,2389,Dress,Clothing,"3,065",$68.00,Alabama,M,Peach,Fall,4.1,No,Store Pickup,No,No,10,Debit Card,Annually,2025-10-25
2390,25,Male,2390,Coat,Outerwear,"3,067",$87.00,Kansas,M,Violet,Spring,3.1,No,Store Pickup,No,No,17,Bank Transfer,Every 3 Months,2025-03-06
2391,65,Male,2391,Shirt,Clothing,"3,068",$64.00,Arizona,XL,Yellow,Winter,4.6,No,Express,No,No,24,Debit Card,Fortnightly,2025-12-18
2392,42,Male,2392,Shirt,Clothing,"3,069",$74.00,Michigan,M,Black,Winter,4.6,No,Next Day Air,No,No,31,Bank Transfer,Quarterly,2025-01-27
2393,40,Male,2393,Jeans,Clothing,"3,070",$62.00,Missouri,L,Silver,Spring,2.6,No,2-Day Shipping,No,No,36,Cash,Annually,2025-05-21
2394,58,Male,2394,Socks,Clothing,"3,071",$97.00,Louisiana,M,Brown,Winter,5,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months,2025-12-19
2395,40,Male,2395,Sandals,Footwear,"3,073",$47.00,Connecticut,L,Peach,Fall,2.9,No,2-Day Shipping,No,No,23,Debit Card,Fortnightly,2025-09-09
2396,62,Male,2396,Blouse,Clothing,"3,074",$83.00,Connecticut,M,Cyan,Winter,3.5,No,2-Day Shipping,No,No,47,PayPal,Bi-Weekly,2025-12-23
2397,38,Male,2397,Shirt,Clothing,"3,075",$82.00,Oregon,M,Olive,Spring,3.7,No,2-Day Shipping,No,No,20,Venmo,Weekly,2025-03-28
2398,37,Male,2398,Sunglasses,Accessories,"3,076",$26.00,West Virginia,L,Black,Fall,2.9,No,Store Pickup,No,No,41,Venmo,Monthly,2025-11-22
2399,65,Male,2399,Jacket,Outerwear,"3,077",$81.00,Florida,M,Orange,Winter,4.3,No,Free Shipping,No,No,44,Bank Transfer,Fortnightly,2025-12-14
2400,55,Male,2400,Dress,Clothing,"3,079",$44.00,New Hampshire,L,Beige,Spring,3.2,No,Store Pickup,No,No,31,Cash,Monthly,2025-04-08
2401,43,Male,2401,Sunglasses,Accessories,"3,080",$88.00,Oregon,M,Peach,Winter,4.2,No,Next Day Air,No,No,11,Credit Card,Bi-Weekly,2025-01-11
2402,43,Male,2402,Boots,Footwear,"3,081",$76.00,Oregon,M,Pink,Winter,4.2,No,Standard,No,No,25,PayPal,Bi-Weekly,2025-02-14
2403,45,Male,2403,Scarf,Accessories,"3,082",$89.00,Utah,M,Brown,Winter,3.8,No,Free Shipping,No,No,31,Cash,Weekly,2025-02-19
2404,64,Male,2404,Shorts,Clothing,"3,083",$22.00,Missouri,M,Magenta,Fall,4.4,No,Standard,No,No,40,Debit Card,Weekly,2025-11-27
2405,28,Male,2405,Shorts,Clothing,"3,085",$33.00,West Virginia,L,Cyan,Winter,3.1,No,2-Day Shipping,No,No,23,Credit Card,Bi-Weekly,2025-12-05
2406,69,Male,2406,Jeans,Clothing,"3,086",$97.00,California,XL,Silver,Fall,5,No,Standard,No,No,5,Debit Card,Quarterly,2025-11-12
2407,54,Male,2407,Scarf,Accessories,"3,087",$57.00,California,M,Indigo,Winter,4.7,No,Standard,No,No,26,PayPal,Weekly,2025-02-12
2408,52,Male,2408,Shorts,Clothing,"3,088",$38.00,Illinois,M,Beige,Summer,3,No,Express,No,No,11,Credit Card,Bi-Weekly,2025-07-18
2409,23,Male,2409,Sneakers,Footwear,"3,089",$55.00,Hawaii,XL,Black,Fall,4.2,No,Next Day Air,No,No,44,Debit Card,Every 3 Months,2025-09-25
2410,26,Male,2410,Jewelry,Accessories,"3,091",$37.00,Washington,L,Yellow,Spring,3,No,Store Pickup,No,No,47,Cash,Every 3 Months,2025-04-27
2411,48,Male,2411,Shoes,Footwear,"3,092",$43.00,Wisconsin,M,Maroon,Summer,3.7,No,Free Shipping,No,No,46,PayPal,Monthly,2025-06-26
2412,49,Male,2412,Hoodie,Clothing,"3,093",$96.00,Virginia,M,Cyan,Summer,2.7,No,Free Shipping,No,No,35,Cash,Every 3 Months,2025-08-15
2413,53,Male,2413,Jacket,Outerwear,"3,094",$51.00,Oregon,M,Pink,Winter,4.3,No,2-Day Shipping,No,No,8,Bank Transfer,Bi-Weekly,2025-02-27
2414,69,Male,2414,Shorts,Clothing,"3,095",$95.00,Pennsylvania,XL,Violet,Fall,2.7,No,2-Day Shipping,No,No,30,Bank Transfer,Weekly,2025-09-28
2415,26,Male,2415,Socks,Clothing,"3,097",$26.00,Virginia,M,Lavender,Summer,3.7,No,Next Day Air,No,No,14,Credit Card,Bi-Weekly,2025-07-12
2416,21,Male,2416,Coat,Outerwear,"3,098",$34.00,Hawaii,XL,Lavender,Fall,4.3,No,Standard,No,No,30,Bank Transfer,Weekly,2025-10-27
2417,59,Male,2417,Sandals,Footwear,"3,099",$83.00,Nebraska,S,Black,Summer,4,No,Next Day Air,No,No,26,Credit Card,Every 3 Months,2025-07-27
2418,21,Male,2418,Backpack,Accessories,"3,100",$24.00,Alaska,M,Olive,Fall,3.3,No,Standard,No,No,32,Venmo,Fortnightly,2025-10-28
2419,22,Male,2419,Pants,Clothing,"3,101",$69.00,Michigan,S,Indigo,Fall,4,No,Next Day Air,No,No,47,Cash,Every 3 Months,2025-10-07
2420,26,Male,2420,Sweater,Clothing,"3,103",$40.00,North Carolina,M,Blue,Fall,2.7,No,Next Day Air,No,No,11,Credit Card,Every 3 Months,2025-11-15
2421,41,Male,2421,Jacket,Outerwear,"3,104",$87.00,North Carolina,S,Green,Winter,4.2,No,Free Shipping,No,No,28,PayPal,Annually,2025-01-11
2422,37,Male,2422,Sneakers,Footwear,"3,105",$46.00,Minnesota,L,Pink,Spring,4.6,No,Standard,No,No,2,Debit Card,Every 3 Months,2025-04-16
2423,30,Male,2423,Jewelry,Accessories,"3,106",$82.00,Georgia,M,Peach,Winter,4.8,No,Store Pickup,No,No,45,Credit Card,Weekly,2025-02-17
2424,49,Male,2424,Backpack,Accessories,"3,107",$81.00,West Virginia,M,Purple,Summer,2.8,No,Free Shipping,No,No,7,Credit Card,Every 3 Months,2025-06-08
2425,49,Male,2425,Jewelry,Accessories,"3,109",$57.00,Delaware,M,Peach,Winter,4.5,No,Next Day Air,No,No,28,Bank Transfer,Bi-Weekly,2025-02-07
2426,58,Male,2426,Shoes,Footwear,"3,110",$49.00,North Dakota,S,Olive,Summer,3,No,2-Day Shipping,No,No,34,Bank Transfer,Quarterly,2025-07-05
2427,70,Male,2427,Jacket,Outerwear,"3,111",$42.00,Florida,M,Olive,Fall,4.6,No,Free Shipping,No,No,26,Debit Card,Every 3 Months,2025-09-02
2428,27,Male,2428,Jacket,Outerwear,"3,112",$26.00,Oregon,M,Purple,Spring,3.3,No,Standard,No,No,45,Cash,Quarterly,2025-05-22
2429,65,Male,2429,T-shirt,Clothing,"3,113",$38.00,Idaho,M,Violet,Spring,4.4,No,Next Day Air,No,No,34,Debit Card,Annually,2025-05-28
2430,57,Male,2430,Sneakers,Footwear,"3,115",$57.00,Virginia,XL,Maroon,Summer,4.4,No,Standard,No,No,47,Credit Card,Fortnightly,2025-06-14
2431,20,Male,2431,Jacket,Outerwear,"3,116",$100.00,North Dakota,XL,White,Summer,4.3,No,Express,No,No,42,Cash,Quarterly,2025-07-23
2432,34,Male,2432,Hoodie,Clothing,"3,117",$73.00,Alabama,S,Olive,Fall,3.4,No,Express,No,No,27,Bank Transfer,Every 3 Months,2025-09-16
2433,59,Male,2433,Jacket,Outerwear,"3,118",$66.00,Hawaii,M,Peach,Winter,2.8,No,Store Pickup,No,No,43,Venmo,Monthly,2025-02-08
2434,54,Male,2434,T-shirt,Clothing,"3,119",$73.00,Oregon,M,Blue,Spring,3.4,No,Standard,No,No,16,Cash,Bi-Weekly,2025-04-14
2435,36,Male,2435,Gloves,Accessories,"3,121",$45.00,Utah,M,Brown,Spring,5,No,Store Pickup,No,No,40,Credit Card,Monthly,2025-04-28
2436,21,Male,2436,Sneakers,Footwear,"3,122",$27.00,Hawaii,S,Black,Fall,4.5,No,Free Shipping,No,No,29,Cash,Bi-Weekly,2025-09-03
2437,52,Male,2437,T-shirt,Clothing,"3,123",$24.00,Connecticut,M,Yellow,Fall,2.7,No,Store Pickup,No,No,38,Credit Card,Quarterly,2025-10-10
2438,43,Male,2438,Sneakers,Footwear,"3,124",$59.00,Wyoming,XL,Magenta,Winter,3.4,No,Store Pickup,No,No,34,Credit Card,Weekly,2025-01-25
2439,32,Male,2439,Jeans,Clothing,"3,125",$20.00,Delaware,S,Cyan,Winter,3.4,No,Express,No,No,30,Venmo,Weekly,2025-02-08
2440,55,Male,2440,Handbag,Accessories,"3,127",$44.00,Arkansas,M,Maroon,Summer,2.8,No,Standard,No,No,45,Bank Transfer,Annually,2025-07-09
2441,31,Male,2441,Socks,Clothing,"3,128",$90.00,Indiana,M,Red,Spring,4.7,No,Standard,No,No,47,Bank Transfer,Annually,2025-03-14
2442,45,Male,2442,Jewelry,Accessories,"3,129",$36.00,California,M,Black,Fall,4.7,No,Free Shipping,No,No,5,Credit Card,Monthly,2025-10-10
2443,53,Male,2443,Blouse,Clothing,"3,130",$95.00,Wyoming,L,Violet,Winter,4.7,No,Free Shipping,No,No,50,Debit Card,Bi-Weekly,2025-02-12
2444,24,Male,2444,Backpack,Accessories,"3,131",$30.00,South Dakota,M,Green,Spring,3.4,No,2-Day Shipping,No,No,24,Bank Transfer,Bi-Weekly,2025-04-13
2445,47,Male,2445,Scarf,Accessories,"3,133",$65.00,West Virginia,S,Gold,Fall,3.7,No,Express,No,No,15,Debit Card,Bi-Weekly,2025-11-07
2446,63,Male,2446,Scarf,Accessories,"3,134",$96.00,Tennessee,M,Brown,Summer,4.1,No,Store Pickup,No,No,50,Cash,Weekly,2025-07-25
2447,38,Male,2447,Shirt,Clothing,"3,135",$65.00,Alaska,L,Peach,Spring,2.9,No,2-Day Shipping,No,No,7,Credit Card,Monthly,2025-04-27
2448,59,Male,2448,Pants,Clothing,"3,136",$47.00,South Dakota,L,Peach,Fall,3.2,No,Store Pickup,No,No,10,Venmo,Fortnightly,2025-10-18
2449,54,Male,2449,Hat,Accessories,"3,137",$25.00,Tennessee,S,Violet,Fall,3,No,Free Shipping,No,No,38,PayPal,Bi-Weekly,2025-09-27
2450,26,Male,2450,Coat,Outerwear,"3,139",$56.00,Alabama,S,Violet,Fall,4.1,No,Express,No,No,31,Venmo,Fortnightly,2025-10-08
2451,68,Male,2451,T-shirt,Clothing,"3,140",$76.00,North Carolina,M,Magenta,Fall,4.5,No,Standard,No,No,7,Venmo,Quarterly,2025-10-04
2452,41,Male,2452,Socks,Clothing,"3,141",$60.00,Oklahoma,M,Purple,Fall,3.4,No,Store Pickup,No,No,27,Venmo,Monthly,2025-09-15
2453,68,Male,2453,Shirt,Clothing,"3,142",$67.00,New York,L,Purple,Winter,4.1,No,Express,No,No,45,Bank Transfer,Every 3 Months,2025-01-09
2454,21,Male,2454,Sweater,Clothing,"3,143",$95.00,Iowa,XL,Cyan,Spring,4.6,No,Store Pickup,No,No,13,Cash,Annually,2025-04-25
2455,32,Male,2455,Gloves,Accessories,"3,145",$72.00,Alaska,M,Magenta,Winter,4.6,No,Express,No,No,33,Venmo,Annually,2025-01-12
2456,20,Male,2456,Belt,Accessories,"3,146",$98.00,Alaska,L,Lavender,Spring,3.4,No,Express,No,No,25,Cash,Every 3 Months,2025-05-03
2457,59,Male,2457,Jeans,Clothing,"3,147",$83.00,Nebraska,M,Green,Winter,3.3,No,2-Day Shipping,No,No,5,PayPal,Monthly,2025-02-21
2458,53,Male,2458,Handbag,Accessories,"3,148",$37.00,Delaware,M,Maroon,Fall,3.6,No,2-Day Shipping,No,No,23,Cash,Quarterly,2025-09-05
2459,66,Male,2459,T-shirt,Clothing,"3,149",$85.00,Texas,L,Turquoise,Fall,4.6,No,Free Shipping,No,No,17,Bank Transfer,Weekly,2025-11-10
2460,47,Male,2460,Socks,Clothing,"3,151",$36.00,Missouri,L,Violet,Fall,4.3,No,2-Day Shipping,No,No,14,Cash,Weekly,2025-10-02
2461,58,Male,2461,Jeans,Clothing,"3,152",$36.00,Maine,S,Lavender,Winter,4,No,Store Pickup,No,No,28,Credit Card,Annually,2025-01-13
2462,28,Male,2462,Scarf,Accessories,"3,153",$86.00,Pennsylvania,L,Red,Summer,4.8,No,Next Day Air,No,No,19,Credit Card,Weekly,2025-06-27
2463,68,Male,2463,Pants,Clothing,"3,154",$99.00,Missouri,XL,Orange,Spring,4.3,No,Standard,No,No,31,Bank Transfer,Bi-Weekly,2025-03-10
2464,60,Male,2464,Blouse,Clothing,"3,155",$21.00,Mississippi,XL,Indigo,Summer,3.3,No,Standard,No,No,25,Cash,Bi-Weekly,2025-07-11
2465,47,Male,2465,Jacket,Outerwear,"3,157",$84.00,Hawaii,L,Teal,Winter,2.8,No,Express,No,No,4,Cash,Bi-Weekly,2025-01-01
2466,18,Male,2466,Sandals,Footwear,"3,158",$63.00,Texas,M,Brown,Spring,4.4,No,Free Shipping,No,No,20,Bank Transfer,Weekly,2025-03-28
2467,32,Male,2467,Shorts,Clothing,"3,159",$84.00,South Dakota,S,Pink,Summer,3.7,No,Express,No,No,37,Cash,Annually,2025-06-21
2468,27,Male,2468,Shorts,Clothing,"3,160",$72.00,New Jersey,M,Lavender,Spring,3.6,No,Express,No,No,28,Credit Card,Annually,2025-03-21
2469,65,Male,2469,Skirt,Clothing,"3,161",$21.00,Connecticut,L,Cyan,Winter,3.7,No,2-Day Shipping,No,No,6,Venmo,Weekly,2025-01-04
2470,68,Male,2470,Sandals,Footwear,"3,163",$92.00,Maryland,M,Yellow,Fall,5,No,Standard,No,No,27,PayPal,Annually,2025-09-02
2471,55,Male,2471,Blouse,Clothing,"3,164",$72.00,Arizona,XL,Pink,Fall,2.7,No,Next Day Air,No,No,29,Credit Card,Fortnightly,2025-10-27
2472,30,Male,2472,Sandals,Footwear,"3,165",$83.00,Oklahoma,M,Gray,Spring,4.3,No,Store Pickup,No,No,1,Cash,Annually,2025-03-04
2473,24,Male,2473,Shirt,Clothing,"3,166",$73.00,Utah,M,Peach,Summer,4.1,No,Standard,No,No,31,Credit Card,Annually,2025-08-03
2474,57,Male,2474,Socks,Clothing,"3,167",$98.00,Arkansas,M,Red,Winter,2.6,No,Next Day Air,No,No,28,Cash,Quarterly,2025-02-01
2475,23,Male,2475,T-shirt,Clothing,"3,169",$76.00,North Carolina,M,Olive,Fall,3.2,No,Store Pickup,No,No,19,Bank Transfer,Quarterly,2025-10-14
2476,69,Male,2476,Dress,Clothing,"3,170",$43.00,California,S,Lavender,Summer,3.5,No,Next Day Air,No,No,36,Venmo,Monthly,2025-08-12
2477,60,Male,2477,Hat,Accessories,"3,171",$60.00,Colorado,M,Turquoise,Summer,3.7,No,Next Day Air,No,No,28,Cash,Monthly,2025-07-07
2478,25,Male,2478,Gloves,Accessories,"3,172",$40.00,California,L,Turquoise,Spring,3.8,No,2-Day Shipping,No,No,29,PayPal,Weekly,2025-03-02
2479,18,Male,2479,Socks,Clothing,"3,173",$93.00,Vermont,S,Maroon,Winter,4.8,No,2-Day Shipping,No,No,9,Bank Transfer,Every 3 Months,2025-12-10
2480,37,Male,2480,Dress,Clothing,"3,175",$98.00,Kansas,S,Olive,Fall,4.2,No,Standard,No,No,26,Credit Card,Every 3 Months,2025-11-07
2481,61,Male,2481,Socks,Clothing,"3,176",$91.00,Ohio,XL,Maroon,Summer,2.9,No,Next Day Air,No,No,7,Credit Card,Fortnightly,2025-07-19
2482,41,Male,2482,Belt,Accessories,"3,177",$92.00,New Jersey,XL,Cyan,Fall,2.9,No,Free Shipping,No,No,35,Debit Card,Weekly,2025-11-03
2483,69,Male,2483,Handbag,Accessories,"3,178",$87.00,Arizona,S,Peach,Winter,4.8,No,Next Day Air,No,No,46,Credit Card,Every 3 Months,2025-01-07
2484,32,Male,2484,Skirt,Clothing,"3,179",$96.00,Arizona,S,Teal,Fall,2.9,No,Standard,No,No,8,Debit Card,Monthly,2025-10-16
2485,60,Male,2485,Hoodie,Clothing,"3,181",$97.00,New Hampshire,M,Green,Summer,4.8,No,2-Day Shipping,No,No,50,Cash,Every 3 Months,2025-06-19
2486,43,Male,2486,Blouse,Clothing,"3,182",$55.00,Louisiana,M,Beige,Spring,4.6,No,2-Day Shipping,No,No,37,Bank Transfer,Annually,2025-05-23
2487,61,Male,2487,Jeans,Clothing,"3,183",$58.00,Texas,L,Magenta,Spring,4.4,No,Store Pickup,No,No,6,Credit Card,Fortnightly,2025-03-12
2488,57,Male,2488,Boots,Footwear,"3,184",$21.00,Montana,L,Violet,Spring,3,No,Next Day Air,No,No,16,PayPal,Bi-Weekly,2025-05-05
2489,56,Male,2489,Handbag,Accessories,"3,185",$82.00,New Hampshire,XL,Charcoal,Summer,4.4,No,Express,No,No,30,PayPal,Monthly,2025-06-01
2490,66,Male,2490,Coat,Outerwear,"3,187",$34.00,South Dakota,M,Green,Winter,3.9,No,Express,No,No,50,Venmo,Quarterly,2025-12-11
2491,52,Male,2491,Blouse,Clothing,"3,188",$78.00,Montana,M,Gray,Spring,4,No,Free Shipping,No,No,5,Cash,Every 3 Months,2025-05-16
